# Rime user dictionary
#@/db_name	luna_pinyin.userdb
#@/db_type	userdb
#@/rime_version	1.2.9
#@/tick	9489
#@/user_id	aef07baf-fc31-4dbf-911c-c1bc15ed306d
a 	阿	c=3 d=5.54929e-06 t=9489
ding qi hua 	丁啓華	c=1 d=0.18452 t=9489
ding wei 	定位	c=1 d=1.62528e-08 t=9489
ding xiang 	丁香	c=1 d=1.54334e-12 t=9489
ding xiang yi sheng 	丁香醫生	c=1 d=1.25989e-12 t=9489
ding xiang yuan 	丁香園	c=3 d=3.36316e-12 t=9489
ding yi 	定義	c=3 d=0.00577048 t=9489
ding yue 	訂閱	c=14 d=0.273282 t=9489
ding yue yuan 	訂閱源	c=1 d=0.0916297 t=9489
dong 	冬	c=1 d=3.20146e-13 t=9489
dong 	動	c=3 d=0.00914087 t=9489
dong ci 	動詞	c=2 d=0.0246334 t=9489
dong de 	懂得	c=2 d=0.00151079 t=9489
dong guan 	東莞	c=2 d=0.237205 t=9489
dong ji 	動機	c=1 d=1.12031e-13 t=9489
dong tai 	動態	c=2 d=0.0359647 t=9489
dong tai de 	動態的	c=1 d=0.0113334 t=9489
dong wu 	動物	c=5 d=4.75436e-06 t=9489
dong xi 	東西	c=4 d=0.852997 t=9489
dong yong 	動用	c=7 d=0.00734731 t=9489
dong yue 	冬越	c=1 d=3.23363e-13 t=9489
dou 	豆	c=1 d=4.63644e-17 t=9489
dou 	都	c=21 d=0.266599 t=9489
dou ban 	豆瓣	c=3 d=0.782705 t=9489
dou dong 	都懂	c=1 d=0.00101791 t=9489
dou hui 	都會	c=1 d=0.000121572 t=9489
dou neng 	都能	c=1 d=9.9569e-09 t=9489
dou shi 	都是	c=8 d=0.371577 t=9489
dou you 	都有	c=3 d=0.000117621 t=9489
du 	度	c=2 d=0.923116 t=9489
du 	讀	c=1 d=0.000190664 t=9489
du ku 	讀庫	c=11 d=0.822835 t=9489
du li 	獨立	c=2 d=1.66244e-09 t=9489
du wan 	讀完	c=1 d=1.20695e-07 t=9489
du you 	獨有	c=2 d=1.93839e-06 t=9489
du zhe 	讀者	c=1 d=0.00299743 t=9489
duan 	短	c=2 d=0.000719046 t=9489
duan 	端	c=5 d=3.66359e-15 t=9489
duan lian 	鍛鍊	c=2 d=6.17e-05 t=9489
duan lian jie 	短鏈接	c=2 d=0.054114 t=9489
duan shang 	端上	c=1 d=9.68599e-08 t=9489
duan tu 	短途	c=0 d=2.74084e-10 t=9489
duan tu you 	短途遊	c=1 d=2.75458e-09 t=9489
duan wen 	短文	c=3 d=3.69949e-07 t=9489
duan xin 	短信	c=5 d=0.618085 t=9489
duan zi 	段子	c=1 d=5.03388e-14 t=9489
dui 	堆	c=1 d=1.77864e-10 t=9489
dui 	對	c=22 d=1.90722 t=9489
dui bu dui 	對不對	c=1 d=8.10998e-07 t=9489
dui dai 	對待	c=2 d=1.47334e-15 t=9489
dui hua 	對話	c=1 d=0.00301245 t=9489
dui huan 	兌換	c=3 d=2.68009e-16 t=9489
dui le 	對了	c=3 d=0.0197421 t=9489
dui qi 	堆砌	c=1 d=0.000808767 t=9489
dui tan 	對談	c=1 d=9.12969e-18 t=9489
dui wo 	對我	c=1 d=0.0578443 t=9489
dui xiang 	對象	c=1 d=0.00618889 t=9489
dui ying 	對應	c=4 d=0.000930681 t=9489
dui you 	隊友	c=1 d=8.30229e-18 t=9489
dun 	敦	c=1 d=3.2825e-13 t=9489
duo 	多	c=7 d=0.641539 t=9489
duo he jiu 	多喝酒	c=1 d=0.0706512 t=9489
duo jiu 	多久	c=1 d=4.05093e-17 t=9489
duo shuo 	多說	c=3 d=0.00499366 t=9489
duo tai 	多態	c=1 d=3.77706e-17 t=9489
duo ye 	多頁	c=1 d=1.45222e-07 t=9489
e 	呃	c=1 d=0.060205 t=9489
e 	娥	c=1 d=1.32151e-15 t=9489
en 	嗯	c=3 d=4.1791e-06 t=9489
en 	恩	c=1 d=0.657047 t=9489
en heng 	嗯哼	c=1 d=4.65492e-05 t=9489
er 	二	c=6 d=1.43818e-08 t=9489
er 	兒	c=5 d=0.331446 t=9489
er 	而	c=11 d=0.0178634 t=9489
er lei 	二類	c=1 d=0.0109985 t=9489
er qie 	而且	c=5 d=0.0177743 t=9489
er wei ma 	二維碼	c=1 d=0.00726273 t=9489
er yi 	而已	c=1 d=0.878095 t=9489
fa 	發	c=9 d=0.330767 t=9489
fa bu 	發佈	c=1 d=1.70861e-08 t=9489
fa chu 	發出	c=2 d=4.37827e-10 t=9489
fa ge 	發個	c=1 d=9.40773e-18 t=9489
fa huo 	發貨	c=1 d=4.12069e-12 t=9489
fa lai 	發來	c=1 d=0.0122773 t=9489
fa le 	發了	c=1 d=1.17471e-12 t=9489
fa qi 	發起	c=1 d=2.27243e-10 t=9489
fa qu 	發去	c=1 d=0.0632918 t=9489
fa sai 	發賽	c=1 d=0.980199 t=9489
fa sheng 	發生	c=3 d=0.197055 t=9489
fa shi 	法式	c=1 d=9.3062e-08 t=9489
fa xian 	發現	c=10 d=0.0295232 t=9489
fan 	翻	c=1 d=1.57344e-09 t=9489
fan 	飯	c=1 d=8.81568e-18 t=9489
fan fou 	飯否	c=1 d=8.15757e-17 t=9489
fan hui 	返回	c=1 d=0.0120342 t=9489
fan kan 	翻看	c=2 d=2.8612e-10 t=9489
fan kui 	反饋	c=7 d=4.66314e-05 t=9489
fan ling 	翻領	c=0 d=3.65473e-13 t=9489
fan she 	反射	c=1 d=7.05528e-15 t=9489
fan wei 	範圍	c=1 d=0.0232837 t=9489
fan xing 	反省	c=7 d=0.0245775 t=9489
fan yi 	翻譯	c=1 d=5.47674e-06 t=9489
fan zheng 	反正	c=1 d=0.244143 t=9489
fang 	仿	c=1 d=2.32917e-06 t=9489
fang 	放	c=3 d=0.0297478 t=9489
fang an 	方案	c=2 d=0.00937227 t=9489
fang bian 	方便	c=1 d=6.8989e-16 t=9489
fang chu 	放出	c=1 d=4.16352e-16 t=9489
fang chu lai 	放出來	c=1 d=6.94433e-05 t=9489
fang fa 	方法	c=13 d=0.00425847 t=9489
fang fa lun 	方法論	c=1 d=2.32355e-07 t=9489
fang ke 	方可	c=1 d=0.349938 t=9489
fang mian 	方面	c=2 d=0.00431879 t=9489
fang qi 	放棄	c=2 d=0.809184 t=9489
fang ru 	放入	c=1 d=0.198891 t=9489
fang shang 	放上	c=1 d=0.00946646 t=9489
fang shi 	方式	c=4 d=0.527292 t=9489
fang wen 	訪問	c=1 d=3.58053e-06 t=9489
fang zai 	放在	c=3 d=0.165874 t=9489
fang zheng 	方正	c=1 d=0.442639 t=9489
fei 	妃	c=2 d=3.44464e-11 t=9489
fei chuan 	飛船	c=4 d=0.0411719 t=9489
fen 	份	c=2 d=8.13901e-11 t=9489
fen 	分	c=2 d=0.20929 t=9489
fen bie 	分別	c=1 d=5.60184e-07 t=9489
fen cheng 	分成	c=2 d=0.0109436 t=9489
fen duan 	分段	c=1 d=2.80927e-05 t=9489
fen jie 	分解	c=1 d=0.0294518 t=9489
fen lei 	分類	c=2 d=0.114178 t=9489
fen qi 	分歧	c=1 d=0.955997 t=9489
fen xi 	分析	c=3 d=0.0238682 t=9489
fen xiang 	分享	c=7 d=0.313542 t=9489
fen zhong 	分鐘	c=2 d=0.000439896 t=9489
feng 	封	c=1 d=5.52126e-13 t=9489
feng da hui 	馮大輝	c=1 d=4.64844e-18 t=9489
feng ge 	風格	c=2 d=3.70202e-08 t=9489
feng huang 	鳳凰	c=5 d=1.26551e-05 t=9489
feng tang 	馮唐	c=2 d=5.17115e-07 t=9489
fou 	否	c=1 d=0.00165327 t=9489
fu 	服	c=0 d=1.51252e-16 t=9489
fu 	附	c=1 d=6.60902e-11 t=9489
fu cong 	服從	c=1 d=1.36412e-06 t=9489
fu fei 	付費	c=3 d=0.0348683 t=9489
fu gai 	覆蓋	c=1 d=2.25526e-09 t=9489
fu he 	符合	c=3 d=1.96778e-06 t=9489
fu huo 	復活	c=2 d=1.22581e-11 t=9489
fu jin 	附近	c=2 d=0.000283018 t=9489
fu li 	福利	c=1 d=9.59615e-16 t=9489
fu xi 	複習	c=1 d=1.93177e-11 t=9489
fu yong 	復用	c=1 d=1.86596e-15 t=9489
fu za 	複雜	c=4 d=0.0934555 t=9489
fu ze 	負責	c=6 d=0.0175097 t=9489
fu zhi 	複製	c=8 d=0.0684455 t=9489
gai 	改	c=2 d=0.442639 t=9489
gai huan 	改換	c=1 d=0.180866 t=9489
gai kuo 	概括	c=1 d=2.82335e-05 t=9489
gai nian 	概念	c=2 d=0.0173355 t=9489
gai tian 	改天	c=1 d=0.0875977 t=9489
gan dong 	感動	c=1 d=0.0520787 t=9489
gan guan 	感官	c=1 d=3.6813e-09 t=9489
gan jue 	感覺	c=7 d=1.28728 t=9489
gan ma 	幹嘛	c=1 d=0.00212284 t=9489
gan shen me 	幹什麼	c=1 d=2.44476e-17 t=9489
gan shou 	感受	c=3 d=0.234575 t=9489
gan xing qu 	感興趣	c=2 d=3.35088e-06 t=9489
gang 	港	c=1 d=4.00926e-13 t=9489
gang gang 	剛剛	c=15 d=0.745582 t=9489
gang hao 	剛好	c=3 d=9.57845e-14 t=9489
gang wan 	港灣	c=1 d=6.01314e-17 t=9489
gao 	搞	c=1 d=1.06585e-15 t=9489
gao chao 	高超	c=1 d=7.79331e-09 t=9489
gao dian 	搞掂	c=2 d=0.983783 t=9489
gao duan 	高端	c=2 d=2.10493e-12 t=9489
gao fen 	高分	c=1 d=1.93644e-10 t=9489
gao guo 	搞過	c=1 d=0.211189 t=9489
gao guo 	高過	c=1 d=0.210136 t=9489
gao ji 	高級	c=1 d=0.00491728 t=9489
gao qing 	搞清	c=1 d=0.375311 t=9489
gao su 	告訴	c=2 d=0.0316799 t=9489
gao su ni 	告訴你	c=1 d=0.151829 t=9489
gao tie 	高鐵	c=2 d=1.61665e-15 t=9489
gao xiao neng 	高效能	c=1 d=0.00472447 t=9489
gao xing 	高興	c=1 d=2.09302e-13 t=9489
gao zhe 	搞着	c=2 d=2.15853e-15 t=9489
ge 	個	c=19 d=0.502124 t=9489
ge min zu 	各民族	c=1 d=7.50456e-06 t=9489
ge ren 	個人	c=9 d=0.650981 t=9489
ge shi 	格式	c=4 d=5.93957e-09 t=9489
ge wei 	各位	c=5 d=2.81916e-07 t=9489
ge yue 	個月	c=1 d=0.275271 t=9489
ge zhong 	各種	c=5 d=4.49146e-07 t=9489
ge zi 	各自	c=2 d=4.69386e-07 t=9489
gei 	給	c=17 d=0.281372 t=9489
gei chu 	給出	c=1 d=3.50236e-11 t=9489
gen 	跟	c=2 d=1.21992e-13 t=9489
gen ju 	根據	c=3 d=0.0139368 t=9489
gen wo 	跟我	c=1 d=2.83847e-09 t=9489
geng 	更	c=2 d=0.0001135 t=9489
geng duo 	更多	c=4 d=0.00509605 t=9489
geng gao 	更高	c=2 d=0.00543443 t=9489
geng hao 	更好	c=3 d=0.0758251 t=9489
geng hao wan 	更好玩	c=1 d=0.600496 t=9489
geng jia 	更加	c=2 d=0.0300468 t=9489
geng nan 	更難	c=1 d=0.597501 t=9489
geng shi 	更是	c=1 d=0.035437 t=9489
geng xin 	更新	c=4 d=0.0319048 t=9489
geng xu yao 	更需要	c=1 d=5.71598e-09 t=9489
geng you 	更有	c=1 d=4.44012e-08 t=9489
gong 	供	c=1 d=7.88697e-16 t=9489
gong can kao 	供參考	c=1 d=6.98627e-17 t=9489
gong cheng 	工程	c=1 d=3.74852e-16 t=9489
gong fu 	功夫	c=4 d=2.80713e-12 t=9489
gong ju 	工具	c=6 d=0.628298 t=9489
gong kai ke 	公開課	c=2 d=1.79878e-17 t=9489
gong kai xin 	公開信	c=1 d=5.30206e-07 t=9489
gong lun 	公論	c=5 d=0.683861 t=9489
gong lve 	攻略	c=3 d=0.00721409 t=9489
gong neng 	功能	c=2 d=9.0327e-10 t=9489
gong si 	公司	c=1 d=3.16196e-14 t=9489
gong tong 	共同	c=3 d=5.74722e-07 t=9489
gong xi 	恭喜	c=4 d=0.000495311 t=9489
gong xiang 	共享	c=1 d=4.24402e-06 t=9489
gong yu shan qi shi 	工欲善其事	c=1 d=0.000145549 t=9489
gong yuan 	公園	c=2 d=0.0144192 t=9489
gong zhong 	公衆	c=0 d=6.4303e-13 t=9489
gong zhong hao 	公衆號	c=8 d=3.74927e-06 t=9489
gong zuo 	工作	c=3 d=0.737123 t=9489
gou 	夠	c=1 d=3.57372e-13 t=9489
gou 	狗	c=7 d=0.0150318 t=9489
gou die 	狗爹	c=1 d=2.46086e-06 t=9489
gou mai 	購買	c=4 d=0.0584681 t=9489
gou xiong 	狗熊	c=1 d=2.09808e-12 t=9489
gu dai 	古代	c=5 d=5.9354e-05 t=9489
gu ge 	骨骼	c=1 d=1.09813e-13 t=9489
gu gong 	故宮	c=1 d=5.50794e-14 t=9489
gu ji 	估計	c=4 d=0.229925 t=9489
gu shi 	故事	c=11 d=0.738465 t=9489
gu sui 	顧隨	c=4 d=2.29587e-05 t=9489
gu wen 	古文	c=1 d=2.3939e-05 t=9489
gua nian 	掛念	c=1 d=0.000273284 t=9489
guan 	關	c=2 d=0.942 t=9489
guan cha 	觀察	c=3 d=1.51051e-15 t=9489
guan chuan 	貫穿	c=1 d=0.00527382 t=9489
guan dian 	觀點	c=5 d=2.13621 t=9489
guan fang 	官方	c=1 d=1.11222e-16 t=9489
guan guang 	觀光	c=2 d=0.126818 t=9489
guan ka 	關卡	c=6 d=0.980199 t=9489
guan wang 	官網	c=1 d=1.09775e-09 t=9489
guan wang 	觀望	c=0 d=3.11435e-13 t=9489
guan xi 	關係	c=11 d=0.256877 t=9489
guan xin 	關心	c=2 d=0.0222592 t=9489
guan yu 	關於	c=10 d=1 t=9489
guan zhu 	關注	c=5 d=3.8093e-06 t=9489
guang 	光	c=1 d=1.12321e-14 t=9489
guang dong 	廣東	c=1 d=3.0924e-17 t=9489
guang gao 	廣告	c=1 d=1.49386e-16 t=9489
guang wei 	廣爲	c=1 d=1.3041e-06 t=9489
guang zhou 	廣州	c=1 d=1.01404e-17 t=9489
gui 	鬼	c=1 d=3.01348e-07 t=9489
gui ju 	規矩	c=1 d=0.19593 t=9489
gui ling 	歸零	c=1 d=0.00494193 t=9489
gui lv 	規律	c=1 d=1.37783e-06 t=9489
gui ze 	規則	c=6 d=6.98086e-07 t=9489
gun lun 	滾輪	c=1 d=2.53796e-16 t=9489
guo 	國	c=4 d=4.14924e-05 t=9489
guo 	過	c=5 d=0.0292402 t=9489
guo cheng 	過程	c=12 d=0.465334 t=9489
guo ji 	國際	c=1 d=0.0177743 t=9489
guo jiang 	果醬	c=3 d=1.5883e-16 t=9489
guo lai 	過來	c=2 d=2.7136e-09 t=9489
guo nian 	過年	c=2 d=1.52061e-11 t=9489
guo qu 	過去	c=4 d=0.146607 t=9489
guo ran 	果然	c=3 d=0.83527 t=9489
guo wai 	國外	c=1 d=4.01827e-10 t=9489
guo yu 	國語	c=0 d=7.81481e-13 t=9489
guo yu ban 	國語版	c=1 d=7.85399e-12 t=9489
guo zi jian 	國子監	c=1 d=4.49941e-17 t=9489
ha 	哈	c=3 d=0.000100411 t=9489
ha ha 	哈哈	c=12 d=1.45032 t=9489
ha li 	哈利	c=1 d=0.0350844 t=9489
hai 	還	c=33 d=1.83485 t=9489
hai bao 	海報	c=1 d=3.27514e-16 t=9489
hai bu 	還不	c=0 d=9.45167e-15 t=9489
hai bu cuo 	還不錯	c=1 d=9.49905e-14 t=9489
hai cha 	還差	c=1 d=1.16002e-11 t=9489
hai dei 	還得	c=1 d=0.0605068 t=9489
hai hao 	還好	c=2 d=0.755784 t=9489
hai hui 	還會	c=0 d=2.4305e-08 t=9489
hai hui yu 	還會與	c=1 d=2.44268e-07 t=9489
hai ke yi 	還可以	c=1 d=0.740818 t=9489
hai mei 	還沒	c=1 d=0.366045 t=9489
hai neng 	還能	c=2 d=9.61444e-09 t=9489
hai shi 	還是	c=9 d=3.19805 t=9489
hai shi bu 	還是不	c=1 d=7.03467e-10 t=9489
hai suan 	還算	c=1 d=1.21341e-11 t=9489
hai ying gai 	還應該	c=1 d=0.0620385 t=9489
hai you 	還有	c=5 d=0.0503915 t=9489
hai zai 	還在	c=1 d=2.21173e-15 t=9489
hai zhen shi 	還真是	c=1 d=2.06256e-17 t=9489
han han 	韓寒	c=1 d=5.22312e-07 t=9489
han lin yuan 	翰林院	c=1 d=0.444858 t=9489
han you 	含有	c=1 d=0.00276698 t=9489
han yu 	韓愈	c=2 d=0.000493001 t=9489
hao 	好	c=36 d=2.47972 t=9489
hao 	號	c=8 d=1.61756 t=9489
hao ba 	好吧	c=3 d=0.628135 t=9489
hao bu 	好不	c=1 d=7.877e-17 t=9489
hao bu hao 	好不好	c=1 d=2.06186e-13 t=9489
hao chi 	好吃	c=1 d=0.00030659 t=9489
hao gong ju 	好工具	c=1 d=1.72162e-09 t=9489
hao gu shi 	好故事	c=1 d=7.21398e-12 t=9489
hao hao 	好好	c=6 d=3.08001e-09 t=9489
hao hao chi 	好好吃	c=1 d=8.40601e-17 t=9489
hao ji 	好幾	c=1 d=1.43089e-10 t=9489
hao ji zhong 	好幾種	c=1 d=1.43802e-09 t=9489
hao jiu 	好久	c=2 d=0.650509 t=9489
hao kan 	好看	c=5 d=1.18499 t=9489
hao kuai 	好快	c=1 d=0.103312 t=9489
hao lan 	好懶	c=1 d=1.44199e-12 t=9489
hao lei 	好嘞	c=2 d=9.05145e-05 t=9489
hao pian yi 	好便宜	c=1 d=3.57433e-15 t=9489
hao ping 	好評	c=1 d=1.38234e-15 t=9489
hao shou 	好受	c=1 d=0.285076 t=9489
hao wen 	好文	c=4 d=0.00183892 t=9489
hao wen zhang 	好文章	c=1 d=2.74038e-07 t=9489
hao xiang 	好像	c=5 d=0.0571209 t=9489
hao xiang bu shi 	好像不是	c=1 d=0.574072 t=9489
hao ye 	好耶	c=1 d=4.31109e-14 t=9489
hao you 	好友	c=1 d=2.92691e-17 t=9489
hao yuan 	好遠	c=1 d=0.802519 t=9489
he 	何	c=7 d=0.131946 t=9489
he 	合	c=1 d=4.58796e-11 t=9489
he 	和	c=52 d=1.02958 t=9489
he 	喝	c=1 d=0.522046 t=9489
he he 	呵呵	c=1 d=1.33135e-14 t=9489
he ji 	合計	c=1 d=8.09982e-18 t=9489
he jiu 	喝酒	c=0 d=0.00702988 t=9489
he li 	合理	c=1 d=0.00195963 t=9489
he nai 	喝奶	c=1 d=5.12319e-15 t=9489
he shi 	何時	c=2 d=0.00442715 t=9489
he xin 	核心	c=3 d=0.0532917 t=9489
he zai 	何在	c=1 d=4.08886e-09 t=9489
hei 	嘿	c=1 d=3.86939e-07 t=9489
hei 	黑	c=0 d=5.0862e-19 t=9489
hei pi 	黑皮	c=2 d=1.28365e-16 t=9489
hei tian e 	黑天鵝	c=1 d=5.1117e-18 t=9489
hen 	很	c=2 d=1.10098e-12 t=9489
hen da 	很大	c=1 d=6.19521e-15 t=9489
hen duo ren 	很多人	c=1 d=2.03503e-06 t=9489
hen jian dan 	很簡單	c=1 d=1.35078e-08 t=9489
hen nan 	很難	c=1 d=1.00119e-14 t=9489
hen shao 	很少	c=2 d=0.000777062 t=9489
hen shi ying 	很適應	c=1 d=3.75695e-13 t=9489
hong 	哄	c=1 d=0.0023461 t=9489
hong bo cong 	洪博聰	c=1 d=1.27541e-09 t=9489
hou 	後	c=11 d=0.374168 t=9489
hou guo 	後果	c=0 d=0.0554327 t=9489
hou guo shi 	後果是	c=1 d=0.557106 t=9489
hou lang 	後浪	c=2 d=2.25009e-15 t=9489
hou le 	後了	c=1 d=0.0120946 t=9489
hou men 	後門	c=1 d=2.34283e-16 t=9489
hou qi 	後期	c=1 d=4.46313e-10 t=9489
hou tui 	後退	c=1 d=8.34391e-18 t=9489
hu lian wang 	互聯網	c=1 d=9.83405e-10 t=9489
hua 	化	c=2 d=0.00922349 t=9489
hua 	畫	c=2 d=1.38521e-10 t=9489
hua 	花	c=4 d=1.95087e-09 t=9489
hua 	話	c=3 d=0.0389697 t=9489
hua guang 	花光	c=1 d=1.11761e-14 t=9489
hua mian 	畫面	c=1 d=1.40978e-11 t=9489
hua ti 	話題	c=1 d=3.02962e-11 t=9489
hua xuan 	畫選	c=1 d=1.37213e-16 t=9489
huan 	換	c=3 d=0.856415 t=9489
huan bao 	環保	c=2 d=1.68471e-11 t=9489
huan cheng 	換成	c=1 d=0.440432 t=9489
huan jing 	環境	c=1 d=5.90832e-16 t=9489
huan qu 	換取	c=4 d=1.17946 t=9489
huan xi 	歡喜	c=0 d=0.0151829 t=9489
huan xi yun 	歡喜雲	c=2 d=0.305945 t=9489
huan xiang 	幻想	c=1 d=0.0152222 t=9489
huan ying 	歡迎	c=12 d=0.351398 t=9489
huang man 	荒蠻	c=1 d=1.28202e-11 t=9489
hui 	匯	c=2 d=0.336216 t=9489
hui 	回	c=1 d=0.843665 t=9489
hui 	慧	c=1 d=4.3642e-11 t=9489
hui 	會	c=20 d=0.839457 t=9489
hui bu hui 	會不會	c=1 d=8.3843e-16 t=9489
hui da 	回答	c=1 d=0.00336274 t=9489
hui dao 	回到	c=1 d=7.13856e-06 t=9489
hui fu 	回覆	c=2 d=0.0833256 t=9489
hui fu 	恢復	c=2 d=0.00748391 t=9489
hui ji 	彙集	c=2 d=2.31223e-09 t=9489
hui jia 	回家	c=2 d=0.440432 t=9489
hui lai 	回來	c=3 d=1.21828 t=9489
hui qu 	回去	c=6 d=0.687289 t=9489
hui shi 	回事	c=1 d=0.904837 t=9489
hui wei 	回味	c=1 d=7.43368e-12 t=9489
hui wen 	會問	c=1 d=2.30004e-05 t=9489
hui xiang 	回想	c=4 d=6.12078e-05 t=9489
hui xiang 	回鄉	c=1 d=0.0728029 t=9489
hui yi 	回憶	c=3 d=3.76273e-05 t=9489
hui yi 	會議	c=3 d=4.48721e-06 t=9489
hui you 	會有	c=3 d=0.0145524 t=9489
hui zong 	彙總	c=5 d=0.384812 t=9489
hun 	混	c=1 d=1.19555e-13 t=9489
hun luan 	混亂	c=1 d=0.00501661 t=9489
hun mi 	昏迷	c=1 d=0.145148 t=9489
huo 	或	c=6 d=0.251491 t=9489
huo 	活	c=2 d=5.71724e-11 t=9489
huo 	貨	c=1 d=1.89745e-06 t=9489
huo ban 	夥伴	c=3 d=0.412714 t=9489
huo bi 	貨幣	c=1 d=0.241714 t=9489
huo de 	獲得	c=23 d=1.30716 t=9489
huo dong 	活動	c=10 d=0.00845746 t=9489
huo jin 	霍金	c=1 d=7.98924e-07 t=9489
huo qu 	獲取	c=3 d=0.353455 t=9489
huo zhe 	或者	c=3 d=0.177284 t=9489
ji 	及	c=7 d=0.0373535 t=9489
ji 	機	c=0 d=0.0244143 t=9489
ji 	紀	c=3 d=5.57711e-06 t=9489
ji 	集	c=1 d=1.50446e-11 t=9489
ji ben 	基本	c=3 d=3.80194e-06 t=9489
ji chu 	基礎	c=5 d=1.09373 t=9489
ji de 	記得	c=6 d=2.40633e-06 t=9489
ji dian 	幾點	c=0 d=0.0416862 t=9489
ji fen 	計分	c=1 d=2.78994e-12 t=9489
ji ge 	幾個	c=1 d=4.37476e-10 t=9489
ji ge ren 	幾個人	c=1 d=0.26054 t=9489
ji he 	集合	c=2 d=5.41524e-08 t=9489
ji hu 	幾乎	c=1 d=0.00970611 t=9489
ji hua 	計劃	c=3 d=0.0220447 t=9489
ji hui 	忌諱	c=1 d=9.56811e-11 t=9489
ji hui 	機會	c=1 d=3.94688e-05 t=9489
ji huo 	激活	c=1 d=2.75646e-17 t=9489
ji ji 	積極	c=3 d=0.000925663 t=9489
ji jiang 	即將	c=1 d=0.161218 t=9489
ji jing 	幾經	c=1 d=3.11329e-08 t=9489
ji ke 	即可	c=2 d=2.27793e-09 t=9489
ji ling 	機靈	c=1 d=1.58187e-13 t=9489
ji lu 	記錄	c=1 d=0.00178203 t=9489
ji neng 	技能	c=4 d=0.366086 t=9489
ji nian 	紀念	c=1 d=3.23418e-15 t=9489
ji qi 	及其	c=3 d=0.0142642 t=9489
ji qi 	極其	c=1 d=4.80077e-15 t=9489
ji qi ren 	機器人	c=2 d=1.37451e-07 t=9489
ji qiao 	技巧	c=5 d=0.460704 t=9489
ji qing 	激情	c=1 d=1.37498e-11 t=9489
ji ran 	既然	c=5 d=0.00270695 t=9489
ji shi 	即使	c=4 d=3.34325e-05 t=9489
ji shu 	技術	c=3 d=0.469357 t=9489
ji ti 	集體	c=1 d=0.416862 t=9489
ji xia 	記下	c=1 d=0.0611149 t=9489
ji xian 	極限	c=1 d=1.0762e-11 t=9489
ji xie 	機械	c=1 d=1.28888e-15 t=9489
ji xu 	繼續	c=11 d=0.393746 t=9489
ji yi 	技藝	c=2 d=0.505288 t=9489
ji yi 	記憶	c=2 d=0.0153465 t=9489
ji yi ka 	記憶卡	c=1 d=2.75552e-13 t=9489
ji yi li 	記憶力	c=2 d=7.12879e-15 t=9489
ji yin 	基因	c=1 d=9.12037e-06 t=9489
ji yu 	基於	c=1 d=0.0784731 t=9489
ji zhong 	集中	c=1 d=4.56508e-11 t=9489
jia 	加	c=4 d=0.142291 t=9489
jia 	家	c=2 d=0.00632918 t=9489
jia 	架	c=0 d=0.0136695 t=9489
jia ban 	加班	c=1 d=0.00148106 t=9489
jia ge 	價格	c=2 d=1.92651e-06 t=9489
jia gou 	架構	c=1 d=6.55685e-06 t=9489
jia huo 	傢伙	c=1 d=1.04404e-07 t=9489
jia le 	嫁了	c=0 d=0.0169483 t=9489
jia le ba 	嫁了吧	c=1 d=0.170333 t=9489
jia ru 	加入	c=4 d=0.000564605 t=9489
jia shi 	架勢	c=1 d=0.131994 t=9489
jia xiang 	家鄉	c=1 d=3.06163e-17 t=9489
jia you 	加油	c=1 d=7.47221e-14 t=9489
jia zhi 	價值	c=1 d=0.937067 t=9489
jia zu 	家族	c=1 d=0.239309 t=9489
jian 	件	c=1 d=4.07761e-06 t=9489
jian 	堅	c=1 d=2.4933e-13 t=9489
jian 	艦	c=1 d=0.127454 t=9489
jian 	見	c=3 d=0.0944202 t=9489
jian 	賤	c=1 d=3.95979e-14 t=9489
jian ce 	監測	c=2 d=0.0181766 t=9489
jian cha 	檢查	c=5 d=0.356458 t=9489
jian dan 	簡單	c=3 d=0.955997 t=9489
jian dao 	撿到	c=1 d=1.05744e-10 t=9489
jian die 	間諜	c=1 d=1.22561e-11 t=9489
jian duan 	簡短	c=1 d=1.37853e-12 t=9489
jian guo 	堅果	c=2 d=0.306771 t=9489
jian guo 	見過	c=1 d=0.157237 t=9489
jian ji 	剪輯	c=3 d=5.70639e-14 t=9489
jian jia 	減價	c=1 d=3.43417e-15 t=9489
jian jian 	賤賤	c=1 d=3.92039e-14 t=9489
jian jie 	簡潔	c=2 d=2.03047e-09 t=9489
jian kong 	監控	c=2 d=0.0136366 t=9489
jian li 	建立	c=2 d=4.25747e-13 t=9489
jian li 	簡歷	c=2 d=4.99222e-14 t=9489
jian li shang 	簡歷上	c=1 d=3.08389e-14 t=9489
jian pan 	鍵盤	c=1 d=1.50421e-09 t=9489
jian ru 	鍵入	c=1 d=1.0083e-09 t=9489
jian shu 	簡書	c=1 d=6.82909e-14 t=9489
jian xin 	堅信	c=1 d=0.0710054 t=9489
jian yi 	建議	c=7 d=0.00016423 t=9489
jian yu 	監獄	c=1 d=2.69912e-05 t=9489
jian yu 	鑑於	c=1 d=0.000101039 t=9489
jian zhi 	簡直	c=3 d=8.69968e-09 t=9489
jiang 	將	c=28 d=0.754454 t=9489
jiang 	講	c=6 d=0.681828 t=9489
jiang 	降	c=2 d=4.00157e-06 t=9489
jiang dao 	講到	c=1 d=1.48131e-05 t=9489
jiang gao 	講稿	c=1 d=0.111917 t=9489
jiang hu 	江湖	c=1 d=2.99837e-13 t=9489
